ticket,filename,path,size,date,author,description,status
2831,ExcelReader.c,ticket/2831/ExcelReader.c,1311,2014-09-22 09:32:29,perost,,ok
2831,ExcelReaderTest.mo,ticket/2831/ExcelReaderTest.mo,1673,2014-09-22 09:32:22,perost,,ok
2849,BugInnerOuterOutput.mo,ticket/2849/BugInnerOuterOutput.mo,281,2014-09-29 15:58:46,bthiele,,ok
2850,TestPartial.Test3.png,ticket/2850/TestPartial.Test3.png,11113,2014-10-06 16:24:36,adeas31,,ok
2850,TestPartial.mo,ticket/2850/TestPartial.mo,4169,2014-09-29 18:48:28,Adam Dershowitz,Test Case showing wrong icon,ok
2850,TestPartialNew.mo,ticket/2850/TestPartialNew.mo,4249,2014-10-06 16:21:22,adeas31,,ok
2850,TestPartialUpdated.mo,ticket/2850/TestPartialUpdated.mo,4303,2014-10-06 01:58:32,adeas31,,ok
2858,TestMixtureLoop.mo,ticket/2858/TestMixtureLoop.mo,3082,2015-04-13 15:49:57,casella,Model with four different ways of using molar masses,ok
2862,a.mo,ticket/2862/a.mo,6832,2014-10-06 09:41:58,sjoelund.se,,ok
2863,TransformerTotal.mo,ticket/2863/TransformerTotal.mo,187379,2014-10-06 10:06:01,adrpo,,ok
2865,server.py,ticket/2865/server.py,1665,2014-10-08 14:28:55,sjoelund.se,,ok
2865,test.py,ticket/2865/test.py,480,2014-10-08 14:29:04,sjoelund.se,,ok
2875,Compilation error.zip,ticket/2875/Compilation error.zip,3388,2014-10-07 17:49:21,andreabr,Compilation errors + model,ok
2878,bug_2878.tar.gz,ticket/2878/bug_2878.tar.gz,1733,2014-10-09 00:44:19,alexander_rusako,mo and mos file to reproduce crash,ok
2884,ExecStatScaling.png,ticket/2884/ExecStatScaling.png,88853,2014-10-14 05:36:04,marcusw,HPCOM-Jenkins benchmark,ok
2888,FalseIterationVar.zip,ticket/2888/FalseIterationVar.zip,1512,2014-10-14 16:26:00,c.schulze,example package,ok
2895,MixtureIncompressibleLiquid.mo,ticket/2895/MixtureIncompressibleLiquid.mo,20088,2014-10-16 07:09:05,andreabra,New medium package,ok
2895,MultiSubstanceLiquid.mo,ticket/2895/MultiSubstanceLiquid.mo,5506,2014-10-16 07:57:10,andreabr,Model,ok
2895,TestOfMediumPipelineOil.mo,ticket/2895/TestOfMediumPipelineOil.mo,472,2014-10-16 07:09:43,andreabr,Test of my medium,ok
2899,EquationCount.mo,ticket/2899/EquationCount.mo,2234,2015-01-20 07:30:17,ceraolo,,ok
2899,TestModelTotal.mo,ticket/2899/TestModelTotal.mo,46872,2014-10-16 13:34:42,karinh,test model for expandable connectors,ok
2901,ConductorSteadyStateTransient.png,ticket/2901/ConductorSteadyStateTransient.png,37888,2014-10-16 15:29:23,mwetter,Results of Dymola (top) and OpenModelica (bottom),ok
2902,Example.2.mo,ticket/2902/Example.2.mo,5316,2014-10-17 09:06:47,anonymous,Run this example. Thanks,ok
2902,Example.3.mo,ticket/2902/Example.3.mo,5316,2014-10-17 09:06:51,anonymous,Run this example. Thanks,ok
2902,Example.mo,ticket/2902/Example.mo,5316,2014-10-17 09:06:44,anonymous,Run this example. Thanks,ok
2905,omc-diffalgorithm.svg,ticket/2905/omc-diffalgorithm.svg,339769,2015-06-24 11:50:51,sjoelund.se,,ok
2910,Bug_Modelica.png,ticket/2910/Bug_Modelica.png,196216,2014-10-18 11:42:05,anonymous,,ok
2912,Modele_stockage_Pia.Tests_2.Tests_composants.Test_KO_05evt.c,ticket/2912/Modele_stockage_Pia.Tests_2.Tests_composants.Test_KO_05evt.c,16654,2014-10-20 09:49:04,anonymous,,ok
2912,Modele_stockage_Pia.mo,ticket/2912/Modele_stockage_Pia.mo,44407,2014-10-20 09:48:14,anonymous,,ok
2917,script.mos,ticket/2917/script.mos,816,2014-10-20 18:06:29,adeas31,,ok
2930,CauerLowPass.pdf,ticket/2930/CauerLowPass.pdf,22083,2014-10-24 20:14:11,Adam Dershowitz,,ok
2930,CauerLowPass.tiff,ticket/2930/CauerLowPass.tiff,44802,2014-10-24 20:14:52,Adam Dershowitz,,ok
2930,CauerLowPassNew.pdf,ticket/2930/CauerLowPassNew.pdf,14424,2014-11-16 02:19:43,adeas31,,ok
2930,print.pdf,ticket/2930/print.pdf,11495,2014-11-16 22:17:18,adeas31,,ok
2934,FunctionPkg.zip,ticket/2934/FunctionPkg.zip,5189,2014-10-27 18:29:06,Christian Schulze,Example,ok
2942,WaterHammerValve.mo,ticket/2942/WaterHammerValve.mo,6939,2014-10-30 11:01:22,andreabrambilla82,water-hammer setup: works with Beta2 but not with Beta4,ok
2943,nosave-2943.mos,ticket/2943/nosave-2943.mos,893,2014-10-31 13:18:57,adeas31,,ok
2946,EventExamples.mo,ticket/2946/EventExamples.mo,1165,2014-10-31 14:19:52,lochel,,ok
2946,EventExamples_Dymola.png,ticket/2946/EventExamples_Dymola.png,20377,2014-10-31 14:20:08,lochel,,ok
2946,EventExamples_OM.png,ticket/2946/EventExamples_OM.png,49864,2014-10-31 14:20:02,lochel,,ok
2956,Rectifier.png,ticket/2956/Rectifier.png,14649,2014-11-03 15:07:53,adeas31,,ok
2960,SMAChopper.mo,ticket/2960/SMAChopper.mo,4914,2016-11-27 11:45:41,ceraolo,,ok
2960,Test35s.mo,ticket/2960/Test35s.mo,192835,2016-12-10 21:06:03,ceraolo,,ok
2960,TestCrash.mo,ticket/2960/TestCrash.mo,12873,2016-12-10 13:38:45,ceraolo,,ok
2961,HeatLosses_event.PNG,ticket/2961/HeatLosses_event.PNG,54324,2014-11-04 14:41:34,ptaeuber,,ok
2962,transformer1.l2sigma.inductor[1].i_Rectifier6pulse_diff_file.PNG,ticket/2962/transformer1.l2sigma.inductor[1].i_Rectifier6pulse_diff_file.PNG,110702,2014-11-04 15:09:59,ptaeuber,,ok
2962,transformer1.l2sigma.inductor[3].i_Rectifier12pulse_diff_file.PNG,ticket/2962/transformer1.l2sigma.inductor[3].i_Rectifier12pulse_diff_file.PNG,100211,2014-11-04 15:10:25,ptaeuber,,ok
2962,transformer1.l2sigma.inductor[3].i_Rectifier6pulse_diff_file.PNG,ticket/2962/transformer1.l2sigma.inductor[3].i_Rectifier6pulse_diff_file.PNG,109872,2014-11-04 15:10:13,ptaeuber,,ok
2963,OMCFailureProvoking.mo,ticket/2963/OMCFailureProvoking.mo,719,2014-11-05 09:03:42,andreas.hofmann7,example model,ok
2965,2015_OM Workshop_State Machines_Bernhard Thiele.pdf,ticket/2965/2015_OM Workshop_State Machines_Bernhard Thiele.pdf,491554,2015-02-06 17:42:36,bthiele,,ok
2966,Bug2966.mos,ticket/2966/Bug2966.mos,502,2014-11-06 02:32:18,adeas31,,ok
2978,m3d-fix.diff,ticket/2978/m3d-fix.diff,16201,2015-01-08 19:35:02,james.goppert,m3d patch to fix state record,ok
2991,ellipse.png,ticket/2991/ellipse.png,2808,2014-11-18 12:33:40,janK,,ok
2994,M.2.mo,ticket/2994/M.2.mo,1298,2014-11-30 20:35:58,janK,updated model file,ok
2994,M.mo,ticket/2994/M.mo,1110,2014-11-30 13:45:53,adeas31,,ok
2994,script.mos,ticket/2994/script.mos,288,2014-11-30 13:46:00,adeas31,,ok
2996,test.mo,ticket/2996/test.mo,3488,2014-11-22 16:11:30,ceraolo,,ok
3004,OmOptim01.png,ticket/3004/OmOptim01.png,122525,2014-11-26 14:08:40,Christian Kral,Screenshot of OMOptim,ok
3004,SimpleOpt.mo,ticket/3004/SimpleOpt.mo,2523,2014-11-26 14:09:16,Christian Kral,Modelica optimization problem in two parameters,ok
3015,Inertia_plot.png,ticket/3015/Inertia_plot.png,23853,2016-04-12 15:00:31,dersh,,ok
3015,SanityCheckFail.mo,ticket/3015/SanityCheckFail.mo,6577,2016-04-13 10:32:13,adeas31,,ok
3015,TestTurboJetInertia_edit.mo,ticket/3015/TestTurboJetInertia_edit.mo,6026,2016-04-12 16:44:24,dersh,,ok
3015,TestTurboJetInertia_edit_OK.mo,ticket/3015/TestTurboJetInertia_edit_OK.mo,6458,2016-04-12 16:44:09,dersh,,ok
3020,Code.zip,ticket/3020/Code.zip,212992,2014-12-08 14:37:19,anonymous,"Original and modified ""interactive.mo"" file",ok
3022,main.2.log,ticket/3022/main.2.log,2605402,2014-12-09 22:18:00,anonymous,,ok
3022,main.log,ticket/3022/main.log,2605402,2014-12-09 22:17:56,anonymous,,ok
3026,Bug3026.mo,ticket/3026/Bug3026.mo,789,2014-12-11 00:50:33,adeas31,,ok
3026,Bug3026.mos,ticket/3026/Bug3026.mos,73,2014-12-11 00:50:38,adeas31,,ok
3028,plant.mo,ticket/3028/plant.mo,1369,2014-12-15 01:20:51,Ravi Saripalli,,ok
3028,plant.mos,ticket/3028/plant.mos,2277,2014-12-15 01:21:07,Ravi Saripalli,,ok
3030,config.log,ticket/3030/config.log,102582,2014-12-13 00:59:47,Adam Dershowitz,Configure log,ok
3031,Output.png,ticket/3031/Output.png,26532,2014-12-13 09:48:36,ceraolo,,ok
3031,RLC.fmu,ticket/3031/RLC.fmu,806194,2014-12-13 09:48:24,ceraolo,,ok
3031,RLC.mo,ticket/3031/RLC.mo,1707,2014-12-13 09:48:15,ceraolo,,ok
3033,Foo.mo,ticket/3033/Foo.mo,102,2014-12-15 19:31:50,rfranke,,ok
3033,screenshot.png,ticket/3033/screenshot.png,56959,2014-12-15 19:01:28,adeas31,,ok
3037,ThermoS.zip,ticket/3037/ThermoS.zip,20336,2014-12-17 00:52:53,Ravi Saripalli,,ok
3037,gdb-omc.txt.gz,ticket/3037/gdb-omc.txt.gz,1759949,2014-12-19 06:01:31,Ravi Saripalli,Debug Trace File,ok
3037,plant.2.mo,ticket/3037/plant.2.mo,779,2014-12-17 04:44:58,Ravi Saripalli,"Correct Version of ""plant.mo""",ok
3037,plant.2.mos,ticket/3037/plant.2.mos,1703,2014-12-17 04:46:41,Ravi Saripalli,"Correct version of ""plant.mos""",ok
3037,plant.mo,ticket/3037/plant.mo,689,2014-12-17 00:53:45,Ravi Saripalli,,ok
3037,plant.mos,ticket/3037/plant.mos,1701,2014-12-17 00:53:26,Ravi Saripalli,,ok
3045,sparkGeneration.mo,ticket/3045/sparkGeneration.mo,3948,2014-12-19 16:55:25,anonymous,,ok
3050,Test.mo,ticket/3050/Test.mo,907,2014-12-23 08:09:29,anonymous,Simple exponential decay model,ok
3056,CMakeCache.txt,ticket/3056/CMakeCache.txt,33134,2015-03-11 14:33:17,Adam Dershowitz,,ok
3056,main.2.log,ticket/3056/main.2.log,3709642,2015-03-11 19:51:12,Adam Dershowitz,Build log with new flag,ok
3056,main.log,ticket/3056/main.log,154330,2014-12-30 15:46:40,Adam Dershowitz,,ok
3056,proc3d.dir.zip,ticket/3056/proc3d.dir.zip,34588,2015-03-11 14:58:03,Adam Dershowitz,/3rdParty/modelica3d/build/lib/proc3d/CMakeFiles/proc3d.dir,ok
3056,trace.txt,ticket/3056/trace.txt,869646,2015-03-11 14:20:19,Adam Dershowitz,"Trace file, as suggested",ok
3061,main.log,ticket/3061/main.log,496328,2015-01-06 18:14:12,cxh,output of port install openmodelica-devel +libraries +clang -qt,ok
3067,valgrind-trace-once.txt,ticket/3067/valgrind-trace-once.txt,2289738,2015-03-14 21:52:08,adrpo,running valgrind on odc running source drumboiler_sp.tcl just once and then exit,ok
3067,valgrind-trace.txt,ticket/3067/valgrind-trace.txt,962279,2015-03-14 21:27:53,adrpo,,ok
3070,TestRandomFeatures.mo,ticket/3070/TestRandomFeatures.mo,85237,2015-01-11 11:21:33,martin.otter,,ok
3073,Test.2.zip,ticket/3073/Test.2.zip,1492,2015-01-13 05:20:04,Ravi Saripalli,Zipped archive of illustration code,ok
3073,Test.3.zip,ticket/3073/Test.3.zip,1492,2015-01-13 05:21:00,Ravi Saripalli,source to illustrate the bug,ok
3073,Test.zip,ticket/3073/Test.zip,1492,2015-01-13 05:19:53,Ravi Saripalli,Zipped archive of illustration code,ok
3074,TestAssert.mo,ticket/3074/TestAssert.mo,915,2015-01-13 23:14:42,casella,Library with test cases,ok
3076,ArrayBug.mo,ticket/3076/ArrayBug.mo,1717,2015-01-15 15:34:42,stuchl4n3k,Buggy model package,ok
3079,trace.png,ticket/3079/trace.png,106825,2015-01-16 12:59:53,lochel,,ok
3088,CentrifugalPumpTotal.zip,ticket/3088/CentrifugalPumpTotal.zip,165113,2015-01-19 22:39:24,casella,Save Total file,ok
3089,Ancillary_StartValues.mo,ticket/3089/Ancillary_StartValues.mo,231792,2015-05-12 09:29:43,A.Taeschner,Extremely reduced test case based on HelmholtzMedia.Examples.ConvergenceTest.Ancillary_StartValues,ok
3089,CentrifugalPumpTotal.zip,ticket/3089/CentrifugalPumpTotal.zip,165113,2015-01-19 22:53:21,casella,Save Total file,ok
3089,MiniMedium.zip,ticket/3089/MiniMedium.zip,1044,2015-04-09 09:11:01,m.thorade,very simple Medium with record of records,ok
3089,test.mos,ticket/3089/test.mos,190,2015-04-10 17:12:57,casella,mos script for omc,ok
3090,OMEdit.TextOfMenus&Windows.pdf,ticket/3090/OMEdit.TextOfMenus&Windows.pdf,558199,2015-01-20 01:55:55,anonymous,,ok
3093,WasteWater_MSL_3.2.1.zip,ticket/3093/WasteWater_MSL_3.2.1.zip,577934,2015-01-22 12:43:42,sjoelund.se,,ok
3094,Test.mo,ticket/3094/Test.mo,5648,2015-01-22 16:59:20,Adam Dershowitz,,ok
3100,main.log,ticket/3100/main.log,2363681,2015-01-26 10:46:38,jeroen.bergmans,,ok
3102,testIF97CSE.mos,ticket/3102/testIF97CSE.mos,1919,2016-05-16 17:14:05,casella,.mos file with IF97 CSE test cases,ok
3104,TestST3LRh_bypassTotal-update1.zip,ticket/3104/TestST3LRh_bypassTotal-update1.zip,119089,2015-01-29 10:07:06,casella,Updated Save Total,ok
3104,TestST3LRh_bypassTotal.zip,ticket/3104/TestST3LRh_bypassTotal.zip,119031,2015-01-27 11:46:57,casella,Save Total file,ok
3104,test-update1.mos,ticket/3104/test-update1.mos,247,2015-01-29 10:07:26,casella,Updated test script,ok
3104,test.mos,ticket/3104/test.mos,229,2015-01-27 11:47:19,casella,Test script,ok
3110,main.log,ticket/3110/main.log,2707234,2015-01-28 19:43:15,Adam Dershowitz,,ok
3111,TestWaterFlow1DFEM_D_small.mo,ticket/3111/TestWaterFlow1DFEM_D_small.mo,168,2015-10-09 17:39:12,casella,.mo file of the test case (needs ThermoPower),ok
3111,test3.zip,ticket/3111/test3.zip,269183,2015-10-09 17:39:36,casella,Zipped log file,ok
3112,test.mos,ticket/3112/test.mos,451,2015-01-29 12:27:46,perost,,ok
3118,tearing.txt,ticket/3118/tearing.txt,10238,2015-07-16 09:17:35,casella,Dump of simcode,ok
3121,bug.log,ticket/3121/bug.log,1046864,2015-01-30 14:38:54,anonymous,,ok
3124,properties.png,ticket/3124/properties.png,9984,2015-02-01 12:09:14,adeas31,,ok
3136,main.log,ticket/3136/main.log,3313737,2015-02-05 17:46:44,Adam Dershowitz,,ok
3143,testbug.mo,ticket/3143/testbug.mo,516,2015-03-23 09:23:12,Arno_Epsilon,Test case,ok
3147,gcc-4.8.2.txt,ticket/3147/gcc-4.8.2.txt,1815,2015-02-14 00:04:58,adrpo,,ok
3147,gcc-4.9.2.txt,ticket/3147/gcc-4.9.2.txt,1880,2015-02-14 00:05:09,adrpo,,ok
3147,openmodelica-r24582-gcc4.9-flags.patch,ticket/3147/openmodelica-r24582-gcc4.9-flags.patch,475,2015-02-15 09:42:07,Stefan Hoelldampf,openmodelica-r24582-gcc4.9-flags.patch (does not fix the problem!),ok
3148,test.mo,ticket/3148/test.mo,64,2015-02-10 09:58:02,jansilar,,ok
3151,PMeterTestWithIO.mo,ticket/3151/PMeterTestWithIO.mo,1612,2015-02-17 17:59:50,rfranke,,ok
3154,openmodelica_24555_OMOptim_clang.log,ticket/3154/openmodelica_24555_OMOptim_clang.log,10962,2015-02-12 18:25:31,Stefan Hoelldampf,,ok
3166,MultilineEncodingDOS.mo,ticket/3166/MultilineEncodingDOS.mo,262,2015-02-20 05:04:24,anonymous,,ok
3167,Test6Total.mo,ticket/3167/Test6Total.mo,25694,2015-02-20 10:11:05,lochel,,ok
3170,BouncingBallFMI20.log,ticket/3170/BouncingBallFMI20.log,25844,2015-12-23 15:17:53,cxh,Output of running omc,ok
3170,configureMake.log,ticket/3170/configureMake.log,65586,2015-12-23 15:19:13,cxh,Output of running make and configure,ok
3175,log,ticket/3175/log,2746678,2015-02-24 22:40:25,crupp,LOG_NLS_V output,ok
3178,stmt.mo,ticket/3178/stmt.mo,885,2015-02-25 15:25:31,perost,,ok
3180,PowerSystems.Examples.Network.NetworkLoop_info.json,ticket/3180/PowerSystems.Examples.Network.NetworkLoop_info.json,320230,2015-02-27 17:01:13,rfranke,,ok
3184,arrTest.mo,ticket/3184/arrTest.mo,917,2015-03-03 09:40:20,vwaurich,,ok
3196,OMEdit_Vectorization.png,ticket/3196/OMEdit_Vectorization.png,135159,2015-03-09 05:48:52,rfranke,,ok
3197,Option in OMEdite for dyn. optimization.JPG,ticket/3197/Option in OMEdite for dyn. optimization.JPG,28052,2015-03-09 20:31:36,vitalij,It would be nice to have setups like,ok
3207,omedit-debugger-records.png,ticket/3207/omedit-debugger-records.png,441571,2015-03-10 08:32:43,sjoelund.se,,ok
3222,Icon.mo,ticket/3222/Icon.mo,794,2015-03-15 15:22:22,Christian Kral,,ok
3223,ComplexBlockExample.mo,ticket/3223/ComplexBlockExample.mo,508,2015-03-15 15:31:55,Christian Kral,,ok
3230,3230.diff,ticket/3230/3230.diff,7125,2015-03-17 19:31:15,lochel,,ok
3238,FMU2.tgz,ticket/3238/FMU2.tgz,13406,2015-03-20 06:12:01,rfranke,,ok
3243,valgrind-HelloFMI20WorldEvent_me_FMU-trace.txt,ticket/3243/valgrind-HelloFMI20WorldEvent_me_FMU-trace.txt,44439,2015-03-23 22:09:15,adrpo,,ok
3244,NoExpandAssignments.patch,ticket/3244/NoExpandAssignments.patch,1475074,2015-03-24 12:29:19,mahge930,Patch file with the changes,ok
3248,screen1.png,ticket/3248/screen1.png,157821,2015-03-27 17:14:49,ceraolo,,ok
3248,screen2.png,ticket/3248/screen2.png,153828,2015-03-27 17:15:01,ceraolo,,ok
3249,valgrind-trace.txt,ticket/3249/valgrind-trace.txt,14186,2015-03-29 18:27:28,adrpo,,ok
3252,Cryogenics_Test_SmoothSat.c,ticket/3252/Cryogenics_Test_SmoothSat.c,1816361,2015-03-30 22:12:52,casella,C file generated by omc,ok
3252,SmoothSatTotal.mo,ticket/3252/SmoothSatTotal.mo,17873,2017-11-14 21:43:43,casella,Save Total file,ok
3254,M.mos,ticket/3254/M.mos,480,2015-03-31 21:03:46,adeas31,,ok
3255,C.mo,ticket/3255/C.mo,171,2015-04-01 00:29:33,adeas31,,ok
3255,C.mos,ticket/3255/C.mos,84,2015-04-01 00:29:44,adeas31,,ok
3259,p1.zip,ticket/3259/p1.zip,899,2015-04-01 09:51:35,adeas31,,ok
3260,TestCopy.mo,ticket/3260/TestCopy.mo,114,2015-04-02 15:26:56,ceraolo,,ok
3260,TestSave.2.mo,ticket/3260/TestSave.2.mo,22520,2015-04-02 15:28:29,ceraolo,,ok
3260,TestSave.3.mo,ticket/3260/TestSave.3.mo,4435,2015-04-02 15:32:49,ceraolo,,ok
3260,TestSave.mo,ticket/3260/TestSave.mo,22520,2015-04-02 15:26:45,ceraolo,,ok
3274,test10.mo,ticket/3274/test10.mo,1937,2015-04-12 11:23:22,anonymous,,ok
3274,test11.mo,ticket/3274/test11.mo,1839,2016-03-25 19:54:54,rfranke,,ok
3277,DFT.pdf,ticket/3277/DFT.pdf,278490,2015-04-13 18:31:42,ceraolo,,ok
3280,RecordArraySizeFromConstant-flat.mo,ticket/3280/RecordArraySizeFromConstant-flat.mo,87316,2015-04-13 21:12:26,gustaf,Flattening of test case,ok
3287,TestMultipleComponents.mo,ticket/3287/TestMultipleComponents.mo,1144,2015-04-20 10:28:56,casella,,ok
3287,TestMultipleComponents2.mo,ticket/3287/TestMultipleComponents2.mo,1164,2015-04-20 10:33:00,casella,,ok
3296,omeditcommands.mos,ticket/3296/omeditcommands.mos,155,2015-04-28 19:49:10,Zbigniew.Wolanski,,ok
3296,omeditcommunication.log,ticket/3296/omeditcommunication.log,326,2015-04-28 19:51:40,Zbigniew.Wolanski,These attachments are from one of the Windows 7 PCs exhibiting the crash,ok
3296,openmodelica.stacktrace.2.OMEdit,ticket/3296/openmodelica.stacktrace.2.OMEdit,1662,2015-04-28 19:46:28,anonymous,,ok
3296,openmodelica.stacktrace.3.OMEdit,ticket/3296/openmodelica.stacktrace.3.OMEdit,1662,2015-04-28 19:52:48,Zbigniew.Wolanski,,ok
3296,openmodelica.stacktrace.OMEdit,ticket/3296/openmodelica.stacktrace.OMEdit,1662,2015-04-28 18:01:40,adeas31,,ok
3298,main.log,ticket/3298/main.log,702564,2015-04-28 17:09:07,dersh,,ok
3300,TestRecordInConnector.mo,ticket/3300/TestRecordInConnector.mo,1295,2015-04-29 14:00:03,c.schulze,test package,ok
3302,TestRecordInConnector.mo,ticket/3302/TestRecordInConnector.mo,1441,2015-04-29 16:23:08,c.schulze,test package,ok
3303,testcase.mo,ticket/3303/testcase.mo,396,2015-05-01 18:23:32,torsten.knodt+org.openmodelica,Model failing to compile,ok
3307,MIMO.mo,ticket/3307/MIMO.mo,1429,2015-05-04 22:01:14,mwetter,test model to reproduce the error,ok
3312,main.log,ticket/3312/main.log,5023780,2015-05-09 21:32:39,dersh,,ok
3313,gdb.txt,ticket/3313/gdb.txt,36179,2015-05-10 13:40:19,adrpo,,ok
3316,CAM00331.jpg,ticket/3316/CAM00331.jpg,2197339,2015-05-14 10:05:37,casella,,ok
3316,CAM00332.jpg,ticket/3316/CAM00332.jpg,1332088,2015-05-14 10:05:51,casella,,ok
3322,openmodelica_1.9.4~dev-130-gc9cf556-1_i386-20151002-1200.build,ticket/3322/openmodelica_1.9.4~dev-130-gc9cf556-1_i386-20151002-1200.build,1593389,2015-10-05 08:31:29,sjoelund.se,15.10 failed build (using older clang),ok
3329,FlexBeamPackage.mo,ticket/3329/FlexBeamPackage.mo,16754,2015-05-22 15:40:26,bruno,Modelica code,ok
3329,dump.txt,ticket/3329/dump.txt,900025,2015-05-22 15:39:58,bruno,omc dump,ok
3340,OMCBug.mo,ticket/3340/OMCBug.mo,789,2015-05-26 06:41:10,fixed-term.Sven.Baetzing,,ok
3342,main.log,ticket/3342/main.log,4645218,2015-06-01 20:43:44,danielwindleree,log file of the update port,ok
3345,HeliumTestModel_Total.mo,ticket/3345/HeliumTestModel_Total.mo,238328,2015-06-09 07:38:00,Alexander Täschner,Save total file of the model.,ok
3345,HeliumTestModel_Total_v2.mo,ticket/3345/HeliumTestModel_Total_v2.mo,235733,2015-08-06 07:39:50,Alexander Täschner,Updated save total file for solving the differentiation module problem.,ok
3345,Test_HeliumTestModel_Total.mos,ticket/3345/Test_HeliumTestModel_Total.mos,186,2015-06-09 07:38:33,Alexander Täschner,Test script for the save total model.,ok
3345,differentiation.log,ticket/3345/differentiation.log,41007,2015-08-04 09:38:49,sjoelund.se,,ok
3345,stacktrace.log,ticket/3345/stacktrace.log,3626559,2015-08-03 14:17:24,sjoelund.se,,ok
3345,test.log,ticket/3345/test.log,1392514,2015-06-02 15:46:20,Alexander Täschner,Log file,ok
3345,test_total_v2_noflags.log,ticket/3345/test_total_v2_noflags.log,9534,2015-09-25 06:05:54,Alexander Täschner,Build log using omc from current nightly without any flags.,ok
3365,Noise_Interpolation.mo,ticket/3365/Noise_Interpolation.mo,36743,2015-06-24 06:27:31,sjoelund.se,,ok
3366,TupleModification.mo,ticket/3366/TupleModification.mo,3841,2015-06-24 06:34:11,sjoelund.se,,ok
3367,UnknownDimensionFunctionCall.mo,ticket/3367/UnknownDimensionFunctionCall.mo,3985,2015-06-24 06:48:56,sjoelund.se,,ok
3369,InterpolateRandomNumbers_total.mo,ticket/3369/InterpolateRandomNumbers_total.mo,20583,2015-06-24 07:30:16,sjoelund.se,,ok
3371,new-doc.svg,ticket/3371/new-doc.svg,2574348,2015-06-24 17:52:11,sjoelund.se,,ok
3375,OMNotebookBug.onb,ticket/3375/OMNotebookBug.onb,863,2015-06-29 12:51:19,casella,File to reproduce the bug,ok
3378,OM_Upgrade_rev-upgrade.txt,ticket/3378/OM_Upgrade_rev-upgrade.txt,413816,2015-07-08 14:37:33,dersh,output of rev-upgrade,ok
3383,Modelica_Noise 1.0 Beta.1_more_simplified.zip,ticket/3383/Modelica_Noise 1.0 Beta.1_more_simplified.zip,504985,2015-10-06 12:25:04,martin.otter,,ok
3383,Modelica_Noise_1.0_Beta.1_simplified.zip,ticket/3383/Modelica_Noise_1.0_Beta.1_simplified.zip,505060,2015-10-06 09:57:03,martin.otter,,ok
3383,TestNoise.mo,ticket/3383/TestNoise.mo,32989,2015-10-06 09:57:31,martin.otter,,ok
3390,total.mo,ticket/3390/total.mo,107437,2015-07-24 18:14:39,adrpo,,ok
3390,total.mos,ticket/3390/total.mos,133,2015-07-24 18:14:50,adrpo,,ok
3391,script.mos,ticket/3391/script.mos,387,2015-07-28 12:39:36,adeas31,,ok
3410,a.mos,ticket/3410/a.mos,215,2015-08-17 12:24:26,adeas31,,ok
3410,b.mos,ticket/3410/b.mos,218,2015-09-07 12:20:29,adeas31,,ok
3414,omedit_win81_largefonts.png,ticket/3414/omedit_win81_largefonts.png,237002,2015-09-16 10:08:41,hkiel,OMedit window on Win8.1 with increased system font size,ok
3424,AddComponent.mos,ticket/3424/AddComponent.mos,1444,2015-08-26 14:13:36,adeas31,,ok
3424,AddDeleteComponent.mos,ticket/3424/AddDeleteComponent.mos,1127,2015-09-07 13:41:47,adeas31,,ok
3424,TestDiff.mos,ticket/3424/TestDiff.mos,1891,2016-02-25 16:27:08,adeas31,,ok
3424,addClassAnnotation.mos,ticket/3424/addClassAnnotation.mos,1480,2015-09-09 13:48:56,adeas31,,ok
3424,addClassAnnotation1.mos,ticket/3424/addClassAnnotation1.mos,1776,2015-09-10 09:53:33,adeas31,,ok
3424,addannotationdiff.svg,ticket/3424/addannotationdiff.svg,533223,2015-09-10 11:35:28,sjoelund.se,,ok
3446,file.ext,ticket/3446/file.ext,28,2015-09-07 00:55:22,anonymous,ASCII matrix for example,ok
3446,impure.mo,ticket/3446/impure.mo,460,2015-09-07 00:54:57,anonymous,,ok
3450,CTest.mo,ticket/3450/CTest.mo,1797,2015-09-09 14:27:05,markusd,Package file needed to reproduce the error,ok
3459,P.mo,ticket/3459/P.mo,205,2015-09-14 14:21:49,adeas31,,ok
3459,P.mos,ticket/3459/P.mos,93,2015-09-14 14:22:12,adeas31,,ok
3460,A.mo,ticket/3460/A.mo,49,2015-09-14 14:26:29,adeas31,,ok
3460,A.mos,ticket/3460/A.mos,74,2015-09-14 14:26:40,adeas31,,ok
3466,Test.zip,ticket/3466/Test.zip,801,2015-09-17 00:26:19,casella,Test files,ok
3476,connectorTest.mo,ticket/3476/connectorTest.mo,752,2015-09-24 12:24:39,markusd,,ok
3484,HeliumTestModel_Total.mo,ticket/3484/HeliumTestModel_Total.mo,235733,2015-09-29 09:09:33,Alexander Täschner,Save total model,ok
3484,Test_HeliumTestModel_Total.mos,ticket/3484/Test_HeliumTestModel_Total.mos,186,2015-09-29 09:09:56,Alexander Täschner,Mos script file for test,ok
3484,test_c.log,ticket/3484/test_c.log,9328,2015-09-29 09:10:15,Alexander Täschner,Log file with C runtime,ok
3484,test_cpp.log,ticket/3484/test_cpp.log,19513,2015-09-29 09:10:30,Alexander Täschner,Log file with CPP runtime,ok
3485,DCPM_Start.mo,ticket/3485/DCPM_Start.mo,3047,2015-09-29 15:50:07,Christian Kral,DC machine model with loss records,ok
